TRANSPORTISTA,CD,FECHA,SEMANA,MES ,PLACAS,FUENTE,REPORTE,SISTEMA,ESTADO,CRITICIDAD,FECHA SOLUCIÓN,DÍAS DE CIERRE,DÍAS PARA CIERRE,CUMPLIMIENTO MTTO COR,META,META RT,PORCENTAJE DE RESPUESTA TALLER,OBSERVACIONES,EVIDENCIAS ANTES,EVIDENCIAS DESPUES
Logisticos,Galapa,31/7/2026,31,Julio,COKSP237,Checklist T2,No,,,,,,,,80%,,,,,
Logisticos,Galapa,31/7/2026,31,Julio,COVEL926,Checklist T2,una carretilla,,,,,,,,80%,,,,,
Logisticos,Galapa,31/7/2026,31,Julio,COVEN030,Checklist T2,Salida,,,,,,,,80%,,,,,
Logisticos,Galapa,31/7/2026,31,Julio,COLJV116,Checklist T2,Depósito líquido refrigerante no tiene tapa,,,,,,,,80%,,,,,
Logisticos,Galapa,31/7/2026,31,Julio,COVEL156,Checklist T2,Llanta tracera izquierda en mal estado,,,,,,,,80%,,,,,
Logisticos,Galapa,31/7/2026,31,Julio,COVCM617,Checklist T2,Sin caucho en la puerta del conductor ruido en las correas,,,,,,,,80%,,,,,
Punto Corona,Galapa,31/7/2026,31,Julio,COKSP179,Checklist T2,No tiene llanta de repuesto,,,,,,,,80%,,,,,
Logisticos,Galapa,31/7/2026,31,Julio,COJTZ359,Checklist T2,Defensa partida parte delantera no tiene espejo auxiliar lado izquierdo,,,,,,,,80%,,,,,
Logisticos,Galapa,31/7/2026,31,Julio,COKSP211,Checklist T2,Sin llanta de repuesto camara de reversa dañada direccionales dañados derecho,,,,,,,,80%,,,,,
Logisticos,Galapa,31/7/2026,31,Julio,COVEJ085,Checklist T2,"Descarga sistema de frenos 
 
 Retrovisor base partida derecho",,,,,,,,80%,,,,,
Logisticos,Galapa,31/7/2026,31,Julio,COLCM500,Checklist T2,Ok,,,,,,,,80%,,,,,
Surticervezas Pacheco SAS,Galapa,31/7/2026,31,Julio,COPSX943,Checklist T2,La defensa trasera está doblada,,,,,,,,80%,,,,,
Surticervezas Pacheco SAS,Galapa,31/7/2026,31,Julio,COPSX943,Checklist T2,La defensa trasera está doblada,,,,,,,,80%,,,,,
Logisticos,Galapa,31/7/2026,31,Julio,COKSP233,Checklist T2,Ninguna,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,31/7/2026,31,Julio,COPSX403,Checklist T2,Carpa rota del lado derecho,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COKSP233,Checklist T2,Ninguna,,,,,,,,80%,,,,,
Punto Corona,Galapa,30/7/2026,31,Julio,COKSP179,Checklist T2,No tiene llanta de repuesto,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,30/7/2026,31,Julio,COLCM497,Checklist T2,Espejos retrovisor del lado izquierdo y derecho partidos,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEL942,Checklist T2,llantas 6 mal estado luces imposibles trabajarse noche,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COLCM500,Checklist T2,No tiene cámara de reversa ni laterales retrovisor derecho del capo no tiene se deja con sus 2 carretillas y 2 conos KIT de aseo cabina limpia,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVCM617,Checklist T2,Ruido en las correas sin caucho en la puerta del conductor,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEN060,Checklist T2,vehículo sin Kits de aseó,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEK729,Checklist T2,Bien,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEL588,Checklist T2,Espejo lado conductor no le funciona el soporte,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COUYX114,Checklist T2,Excelente buen estaeo,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEN030,Checklist T2,Bien retorno,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEM266,Checklist T2,Arreglar luces de la carrocería arreglar fuga de aire del motor Arreglar escalapie del lado acompañante,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEL156,Checklist T2,La llanta tracera izquierda está en mal estado,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COXMC415,Checklist T2,No tiene pito ojo,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEK258,Checklist T2,"Defensa delantera rayada y partida, espejo principal mal estado ambos lados, no tiene luces en la cabina, no tiene cono, la silla del medio mal estado, el pitó no funciona y la plumilla del limpia vidrio no funciona lado derecho",,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEL587,Checklist T2,Carpa en mal estado,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEJ198,Checklist T2,No,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COUYX114,Checklist T2,Todo bien,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,30/7/2026,31,Julio,COLJT750,Checklist T2,Llaves partida,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,30/7/2026,31,Julio,COLCM497,Checklist T2,Espejo del lado izquierdo partido llanta delantera del lado izquierdo en mal estado espejo del lado derecho partido,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COJTX921,Checklist T2,Fuga de aire se descarga,,,,,,,,80%,,,,,
Punto Corona,Galapa,30/7/2026,31,Julio,COXMC087,Checklist T2,Bomper delantero golpeado espejos en mal estado,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVCM617,Checklist T2,"Ruido en las correas sin caucho en la puerta del conductor,se hurtaron el kit de aseo",,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEJ900,Checklist T2,Limpia vidrios dañados,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEK258,Checklist T2,"Defensa delantera rayada y partida, espejo principal mal estado ambos lados, no tiene luces en la cabina, no tiene cono, la silla del medio mal estado y la plumilla del limpia vidrio no funciona lado derecho",,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEL156,Checklist T2,Ok,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEN030,Checklist T2,Bien saluda,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEK729,Checklist T2,Bien,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEN060,Checklist T2,ver videos,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEM266,Checklist T2,Arreglar luces de la carrocería arreglar fuga de aire del motor Arreglar escalapie del lado acompañante,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEL587,Checklist T2,Carpa dañada,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVCL944,Checklist T2,la carpa es una falda,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEJ085,Checklist T2,Descarga y prende testigo de alarma tableto,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio se pega,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COKSP211,Checklist T2,Camara de reversa dañada direccionales derecho dañados,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COLCM500,Checklist T2,Ok,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COKSP233,Checklist T2,Ninguna,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COJTX436,Checklist T2,Espejos retrovisor partido,,,,,,,,80%,,,,,
TEV,Galapa,30/7/2026,31,Julio,COVEN994,Checklist T2,Defensa partida plumillas en mal estado eleva vidrios no funciona,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COLJS618,Checklist T2,La parte trasera del vehículo está golpeado y partido la la dirección está durísima cuando vas a cruzar,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEO276,Checklist T2,Paral derecho de la carrocería.partido,,,,,,,,80%,,,,,
Logisticos,Galapa,30/7/2026,31,Julio,COVEL944,Checklist T2,Normal,,,,,,,,80%,,,,,
Punto Corona,Galapa,30/7/2026,31,Julio,COKSP179,Checklist T2,No tiene llanta de repuesto,,,,,,,,80%,,,,,
Surticervezas Pacheco SAS,Galapa,30/7/2026,31,Julio,COPSX943,Checklist T2,"La defensa trasera está doblada 
 La guía de la carpa está desprendida 
 La cinta reflectiva no la tiene 
 El camión está demasiado sucio",,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVEL156,Checklist T2,Retrovisores en mal estado el vehículo se queda sin corriente,,,,,,,,80%,,,,,
Surticervezas Pacheco SAS,Galapa,29/7/2026,31,Julio,COPSX841,Checklist T2,Bonper delantero golpeado,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVCL951,Checklist T2,No cuenta con cámara de reversa ni laterales se deja con sus 2 carretillas y 2 conos KIT de aseo,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,29/7/2026,31,Julio,COLCN035,Checklist T2,Defenssd golpeadas llanta del lado derecho tiene in pedaso mordido,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,29/7/2026,31,Julio,COLCM096,Checklist T2,Ninguno,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVCM617,Checklist T2,"Sin caucho en la puerta del conductor, ruido en las correas,se hurtaron el Kit de aseo",,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COKSP221,Checklist T2,"La estera de la parte de atrás del lado del conductor, no sirve están totalmente a media astas",,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COKSP229,Checklist T2,Ojo refrigerante bajo,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVEL587,Checklist T2,No cuenta con camara laterales se deja con sus 2 carretillas y 2 conos y KIT de aseo,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVEM266,Checklist T2,Arreglar luces de la carrocería arreglar fuga de aire del motor Arreglar escalapie del lado acompañante,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COLCM501,Checklist T2,Igual como salio,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVEN972,Checklist T2,Todo bien,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COLJS618,Checklist T2,La parte trasera del camión está rajada,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVEO282,Checklist T2,"Sin llanta de repuesto. 
 Luz principal anterior y posterior izquierda no funciona. 
 Seguro de las puertas no sirve 
 Sin kit de aseo 
 No cuenta con cámara de reversa. 
 Sin guaya para el seguro de las carretillas. 
 1 solo cono. 
 Llanta #2 está rajada en uno de sus lados. 
 Llanta#3 presenta un alto desgaste.",,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVEN060,Checklist T2,No tiene kit de aseo,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COKSP211,Checklist T2,direccional derecha parte de atrás partidos . direcciónnal derecho delantero ausente anexo video,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVEL558,Checklist T2,El vel 558 está votando aceite en cantidad favor revisar,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COKSP211,Checklist T2,estop trasero partido.direccional derecho lado del auxiliar ausente . anexo vídeo,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COJTX917,Checklist T2,"Cinturones en mal estado. 
 Bomper delantero golpeado 
 Retrovisores en mal estado",,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COLJS618,Checklist T2,De la parte de atrás está rajado el paral,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVCL944,Checklist T2,las cortinas son una cortinas,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COJTZ360,Checklist T2,Bien salida,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COKSP217,Checklist T2,"Estera dañada,silla dañada",,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVEM266,Checklist T2,Arreglar luces de la carrocería arreglar fuga de aire del motor Arreglar escalapie del lado acompañante,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,29/7/2026,31,Julio,COLCN035,Checklist T2,Llanta mordida,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVCM617,Checklist T2,"Sin caucho en la puerta del conductor, ruido en las correas",,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVEO282,Checklist T2,"1 solo cono 
 Sin Llanta de repuesto 
 Sin cámara de reversa 
 Sin guaya candado para las carretillas.",,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio se pega,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVEK258,Checklist T2,"Defensa delantera rayada y partida, espejo principal mal estado ambos lados, no tiene cono, no tiene luces en la cabina, la silla del medio mal estado, y la plumilla del limpia vidrio no funciona lado derecho",,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVEL587,Checklist T2,No,,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COVEJ900,Checklist T2,Limpia vidrios dañados,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,29/7/2026,31,Julio,COLCM096,Checklist T2,Ninguna,,,,,,,,80%,,,,,
Surticervezas Pacheco SAS,Galapa,29/7/2026,31,Julio,COPSX943,Checklist T2,"La defensa trasera está doblada 
 La guía de la carpa está desprendida 
 La cinta reflectiva no la tiene 
 El Camión le hace falta una lavada está demasiado sucio",,,,,,,,80%,,,,,
Logisticos,Galapa,29/7/2026,31,Julio,COLCM501,Checklist T2,Defensa delanterapartida,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COKSP233,Checklist T2,Ninguna,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COKSP229,Checklist T2,Bien,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVEM266,Checklist T2,No cuenta con cámara de reversa ni laterales se deja con sus 2 carretillas y 1 cono,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVEL588,Checklist T2,Barra de cambios demaciado dura,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COJTX917,Checklist T2,"Sin llanta de repuesto. 
 Cámara de reversa no funciona. IMPORTANTE. : Falta las dos lunas auxiliares retrovisores. 
 Los eleva vidrios no funcionan 
 El seguro de las puertas no funciona 
 Dirección dura. 
 Pito principal no funciona 
 La corneta también presenta falla.",,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVEL587,Checklist T2,No,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVCM617,Checklist T2,Ruido en las correas sin caucho en la puerta del conductor,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,28/7/2026,31,Julio,COLCM493,Checklist T2,Bonper delantero rallado cinturón del conductor no está atornillado a la base y vincha del cinturón del medio dañada,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio se pega,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVEL186,Checklist T2,Llanta delantera derecha frenada,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio se pega,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVEK258,Checklist T2,"Defensa delantera rayada y partida, espejo principal mal estado ambos lados, no tiene luces en la cabina, no tiene cono, la silla del medio mal estado y la plumilla del limpia vidrio no funciona lado derecho",,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,28/7/2026,31,Julio,COLCM493,Checklist T2,Bonper delantero rallado,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVCM617,Checklist T2,"Sin caucho en la puerta del conductor, ruido en las correas",,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COJTX917,Checklist T2,"Sale con un solo cono 
 Sin llanta de repuesto 
 Golpes defensa posterior anterior",,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVEL926,Checklist T2,Tiene un solo cono las llantas con desgarres en los costados los espejos están flojitos,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVEL587,Checklist T2,No,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVCL944,Checklist T2,la carpa es una falda,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVEM266,Checklist T2,Arreglar luces de la carrocería arreglar fuga de aire del motor Arreglar escalapie del lado acompañante,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COKSP229,Checklist T2,Bien,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COKSP233,Checklist T2,Ninguna,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COKSP232,Checklist T2,anexo video,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVEK258,Checklist T2,"Defensa delantera rayada y partida, espejo principal mal estado ambos lados, no tiene luces en la cabina, no tiene cono, la silla del medio mal estado y la plumilla del limpia vidrio no funciona lado derecho",,,,,,,,80%,,,,,
Surticervezas Pacheco SAS,Galapa,28/7/2026,31,Julio,COPSX944,Checklist T2,Escala pie del lado derecho doblado espejo retrovisor del lado derecho partido espejo frontal partido,,,,,,,,80%,,,,,
Surticervezas Pacheco SAS,Galapa,28/7/2026,31,Julio,COPSX943,Checklist T2,"La defensa trasera está doblada 
 La guía de la carpa está desprendida",,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio se está pegando,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COLCM500,Checklist T2,Ok,,,,,,,,80%,,,,,
Logisticos,Galapa,28/7/2026,31,Julio,COVEL186,Checklist T2,Llanta.frenada.lado derecho.parte delantera.falta de aceite hidráulico,,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,27/7/2026,31,Julio,COLCM096,Checklist T2,Ninguno,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEL944,Checklist T2,No cuenta con cámaras de reversa ni laterales se deja con sus 2 carretillas y 2 conos KIT de aseo el conductor que releve lo tiene,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEN030,Checklist T2,"ATENCIÓN FUGA EN EL SISTEMA DE AIRE... 
 CERRADURA DEL LADO DEL AUXILIAR DAÑADA.. REPARAR",,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEK729,Checklist T2,No tiene kit de aseo,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEL186,Checklist T2,Falta aceite hidráulico en la botella.llanta delantera derecha frenada.,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEL156,Checklist T2,Ok,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COKSP229,Checklist T2,Bien,,,,,,,,80%,,,,,
Punto Corona,Galapa,27/7/2026,31,Julio,COKSP179,Checklist T2,"No tiene llanta de repuesto 
 Se deja la flota igual como salio",,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEM266,Checklist T2,Arreglar luces de carrocería arreglar fuga de aire del motor Arreglar escalapie del lado acompañante,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEK258,Checklist T2,"Defensa delantera rayada y partida, espejo principal mal estado ambos lados, no tiene luces en la cabina, no tiene cono, la silla del medio mal estado y la plumilla del limpia vidrio no funciona lado derecho",,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEO276,Checklist T2,"Paral trasero partido lado derecho 
 Carpa rota lado derecho",,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVCM617,Checklist T2,Paral trasero partido lado derecho carpa rota,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVCL944,Checklist T2,la carpa es una falda,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEJ085,Checklist T2,Revisor partido lado derecho la base,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEN030,Checklist T2,"ATENCIÓN, FUGA EN SISTEMA DE AIRE DEL MÓVIL....",,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEK261,Checklist T2,Las luces de las farolas no se ven tiene fuga de aire,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COKSP229,Checklist T2,Bien,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COKSP232,Checklist T2,anexo video,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEM266,Checklist T2,Arreglar luces de la carrocería arreglar fuga de aire del motor Arreglar escalapie del lado acompañante,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COKSP211,Checklist T2,El carro tiene rayones por todos lados,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEK729,Checklist T2,No tiene botiquín de limpieza,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEK258,Checklist T2,"Defensa delantera rayada y partida, espejo principal mal estado ambos lados, no tiene luces en, no tiene cono, la silla del medio mal estado y la plumilla del limpia vidrio no funciona lado derecho",,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COLCM500,Checklist T2,Ok,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEL587,Checklist T2,No,,,,,,,,80%,,,,,
Punto Corona,Galapa,27/7/2026,31,Julio,COKSP179,Checklist T2,No tiene llanta de repuesto,,,,,,,,80%,,,,,
Logisticos,Galapa,27/7/2026,31,Julio,COVEL186,Checklist T2,Falta de aceite hidráulico en la botella,,,,,,,,80%,,,,,
Surticervezas Pacheco SAS,Galapa,27/7/2026,31,Julio,COPSX943,Checklist T2,"La defensa trasera está doblada 
 La guía de la carpa está desprendida",,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,25/7/2026,30,Julio,COPSX403,Checklist T2,Carpas rotas cámara lateral derecho dañada y llanta de repuesto esplotada,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVCN100,Checklist T2,"defensa trasera en mal estado, anexo video",,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVEJ946,Checklist T2,No cuenta con cámaras de reversa ni laterales se deja con sus 2 carretillas y 2 conos y su KIT de aseo,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVEJ085,Checklist T2,"Fu 
 habsrga en mangueras de freno",,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,25/7/2026,30,Julio,COLCN035,Checklist T2,"Puerta copiloto no abre del lado adentro 
 Pitó de reversa No suena aveces si",,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COKSP211,Checklist T2,Sin llanta de repuesto camara de reversa dañada sin tacos de madera,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVEL186,Checklist T2,Revisar los frenos está aguantao .falta aceite hidráulico en la botella,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COLCM501,Checklist T2,"Defensa delantera rayada y partida, defensa tracera doblada y partida lado derecho y no tiene llanta de repuesto",,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVEL942,Checklist T2,Ok,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVEK258,Checklist T2,"Defensa delantera rayada y partida, espejo principal mal estado ambos lados, no tiene luces en la cabina, no tiene cono, la silla del medio mal estado y la plumilla del limpia vidrio no funciona lado derecho",,,,,,,,80%,,,,,
Punto Corona,Galapa,25/7/2026,30,Julio,COVEN005,Checklist T2,La llanta está en mal estado el carro se descarga cuando precio no el cloche,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVEL588,Checklist T2,"Espejo retrovisor lado conductor, flojo y manchado",,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVEN030,Checklist T2,Bien salida,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COKSP233,Checklist T2,Ninguna,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVCL944,Checklist T2,notiene Kit de linpiesa,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVCN100,Checklist T2,"defensa trasera en mal estado suelta, defensa delantera partida escala pie de la carrocería lado del auxiliar anulado",,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COUYY192,Checklist T2,"Pasta posterior de las luces partidas. 
 Sale con un solo cono.",,,,,,,,80%,,,,,
Surticerveza Pacheco SAS,Galapa,25/7/2026,30,Julio,COLCN035,Checklist T2,"Embrague malo largo 
 Envío las fallas en retorno",,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVEM266,Checklist T2,Arreglar luces de la carrocería arreglar fuga de aire del motor Arreglar escalapie del lado acompañante,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVEK261,Checklist T2,Tiene fuga de aire las luces de las farolas no se ven el cinturón del medio se pega,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVCM617,Checklist T2,Sin caucho en la puerta del conductor carpa rota lado derecho ruido en las correas,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVEL587,Checklist T2,No,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COJTZ359,Checklist T2,El vehículo tiene un solo cono la defensa delantera doblada parte donde van los conos tiene basura,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COKSP211,Checklist T2,Sin llanta de repuesto camara de reversa dañada,,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVEK258,Checklist T2,"Defensa delantera rayada y partida, espejo principal mal estado ambos lados, no tiene luces en la cabina, no tiene cono, la silla del medio mal estado y la plumilla del limpia vidrio no funciona lado derecho",,,,,,,,80%,,,,,
Logisticos,Galapa,25/7/2026,30,Julio,COVEL186,Checklist T2,Falta aceite hidráulico en la botella,,,,,,,,80%,,,,,
